year,address,county,project,level,major,num
2020年,四平,伊通县,国家计划,小学,英语,12
2020年,四平,伊通县,国家计划,小学,物理,0
2020年,四平,伊通县,国家计划,小学,化学,0
2020年,四平,伊通县,国家计划,小学,生物,0
2020年,四平,伊通县,国家计划,小学,科学,4
2020年,四平,伊通县,国家计划,小学,地理,0
2020年,四平,伊通县,国家计划,小学,历史,0
2020年,四平,伊通县,国家计划,小学,道德与法治（品德与社会）,4
2020年,四平,伊通县,国家计划,小学,信息技术,5
2020年,四平,伊通县,国家计划,小学,思想品德,0
2020年,四平,伊通县,国家计划,小学,音乐,1
2020年,四平,伊通县,国家计划,小学,体育,9
2020年,四平,伊通县,国家计划,小学,美术,3
2020年,四平,伊通县,国家计划,小学,学前教育,0
2020年,四平,伊通县,国家计划,小学,其他,0
2020年,四平,伊通县,国家计划,初中,语文,6
2020年,四平,伊通县,国家计划,初中,数学,4
2020年,四平,伊通县,国家计划,初中,英语,4
2020年,四平,伊通县,国家计划,初中,物理,4
2020年,四平,伊通县,国家计划,初中,化学,2
2020年,四平,伊通县,国家计划,初中,生物,4
2020年,四平,伊通县,国家计划,初中,科学,0
2020年,四平,伊通县,国家计划,初中,地理,3
2020年,四平,伊通县,国家计划,初中,历史,4
2020年,四平,伊通县,国家计划,初中,道德与法治（品德与社会）,0
2020年,四平,伊通县,国家计划,初中,信息技术,1
2020年,四平,伊通县,国家计划,初中,思想品德,4
2020年,四平,伊通县,国家计划,初中,音乐,1
2020年,四平,伊通县,国家计划,初中,体育,5
2020年,四平,伊通县,国家计划,初中,美术,1
2020年,四平,伊通县,国家计划,初中,学前教育,0
2020年,四平,伊通县,国家计划,初中,其他,0
2020年,四平,双辽市,国家计划,小学,语文,17
2020年,四平,双辽市,国家计划,小学,数学,14
2020年,四平,双辽市,国家计划,小学,英语,14
2020年,四平,双辽市,国家计划,小学,物理,0
2020年,四平,双辽市,国家计划,小学,化学,0
2020年,四平,双辽市,国家计划,小学,生物,0
2020年,四平,双辽市,国家计划,小学,科学,3
2020年,四平,双辽市,国家计划,小学,地理,0
2020年,四平,双辽市,国家计划,小学,历史,0
2020年,四平,双辽市,国家计划,小学,道德与法治（品德与社会）,14
2020年,四平,双辽市,国家计划,小学,信息技术,2
2020年,四平,双辽市,国家计划,小学,思想品德,0
2020年,四平,双辽市,国家计划,小学,音乐,1
2020年,四平,双辽市,国家计划,小学,体育,13
2020年,四平,双辽市,国家计划,小学,美术,2
2020年,四平,双辽市,国家计划,小学,学前教育,0
2020年,四平,双辽市,国家计划,小学,其他,0
2020年,四平,双辽市,国家计划,初中,语文,3
2020年,四平,双辽市,国家计划,初中,数学,6
2020年,四平,双辽市,国家计划,初中,英语,6
2020年,四平,双辽市,国家计划,初中,物理,2
2020年,四平,双辽市,国家计划,初中,化学,2
2020年,四平,双辽市,国家计划,初中,生物,1
2020年,四平,双辽市,国家计划,初中,科学,0
2020年,四平,双辽市,国家计划,初中,地理,0
2020年,四平,双辽市,国家计划,初中,历史,2
2020年,四平,双辽市,国家计划,初中,道德与法治（品德与社会）,0
2020年,四平,双辽市,国家计划,初中,信息技术,0
2020年,四平,双辽市,国家计划,初中,思想品德,3
2020年,四平,双辽市,国家计划,初中,音乐,1
2020年,四平,双辽市,国家计划,初中,体育,2
2020年,四平,双辽市,国家计划,初中,美术,2
2020年,四平,双辽市,国家计划,初中,学前教育,0
2020年,四平,双辽市,国家计划,初中,其他,0
2020年,四平,梨树县,省级计划,小学,语文,20
2020年,四平,梨树县,省级计划,小学,数学,20
2020年,四平,梨树县,省级计划,小学,英语,19
2020年,四平,梨树县,省级计划,小学,物理,0
2020年,四平,梨树县,省级计划,小学,化学,0
2020年,四平,梨树县,省级计划,小学,生物,0
2020年,四平,梨树县,省级计划,小学,科学,0
2020年,四平,梨树县,省级计划,小学,地理,0
2020年,四平,梨树县,省级计划,小学,历史,0
2020年,四平,梨树县,省级计划,小学,道德与法治（品德与社会）,0
2020年,四平,梨树县,省级计划,小学,信息技术,0
2020年,四平,梨树县,省级计划,小学,思想品德,0
2020年,四平,梨树县,省级计划,小学,音乐,13
2020年,四平,梨树县,省级计划,小学,体育,14
2020年,四平,梨树县,省级计划,小学,美术,11
2020年,四平,梨树县,省级计划,小学,学前教育,0
2020年,四平,梨树县,省级计划,小学,其他,0
2020年,四平,梨树县,省级计划,初中,语文,3
2020年,四平,梨树县,省级计划,初中,数学,3
2020年,四平,梨树县,省级计划,初中,英语,3
2020年,四平,梨树县,省级计划,初中,物理,4
2020年,四平,梨树县,省级计划,初中,化学,5
2020年,四平,梨树县,省级计划,初中,生物,0
2020年,四平,梨树县,省级计划,初中,科学,0
2020年,四平,梨树县,省级计划,初中,地理,1
2020年,四平,梨树县,省级计划,初中,历史,0
2020年,四平,梨树县,省级计划,初中,道德与法治（品德与社会）,0
2020年,四平,梨树县,省级计划,初中,信息技术,0
2020年,四平,梨树县,省级计划,初中,思想品德,0
2020年,四平,梨树县,省级计划,初中,音乐,0
2020年,四平,梨树县,省级计划,初中,体育,0
2020年,四平,梨树县,省级计划,初中,美术,0
2020年,四平,梨树县,省级计划,初中,学前教育,0
2020年,四平,梨树县,省级计划,初中,其他,0
2020年,四平,铁东区,省级计划,小学,语文,0
2020年,四平,铁东区,省级计划,小学,数学,0
2020年,四平,铁东区,省级计划,小学,英语,1
2020年,四平,铁东区,省级计划,小学,物理,0
2020年,四平,铁东区,省级计划,小学,化学,0
2020年,四平,铁东区,省级计划,小学,生物,0
2020年,四平,铁东区,省级计划,小学,科学,0
2020年,四平,铁东区,省级计划,小学,地理,0
2020年,四平,铁东区,省级计划,小学,历史,0
2020年,四平,铁东区,省级计划,小学,道德与法治（品德与社会）,0
2020年,四平,铁东区,省级计划,小学,信息技术,0
2020年,四平,铁东区,省级计划,小学,思想品德,0
2020年,四平,铁东区,省级计划,小学,音乐,1
2020年,四平,铁东区,省级计划,小学,体育,1
2020年,四平,铁东区,省级计划,小学,美术,1
2020年,四平,铁东区,省级计划,小学,学前教育,0
2020年,四平,铁东区,省级计划,小学,其他,0
2020年,四平,铁东区,省级计划,初中,语文,1
2020年,四平,铁东区,省级计划,初中,数学,0
2020年,四平,铁东区,省级计划,初中,英语,3
2020年,四平,铁东区,省级计划,初中,物理,0
2020年,四平,铁东区,省级计划,初中,化学,0
2020年,四平,铁东区,省级计划,初中,生物,1
2020年,四平,铁东区,省级计划,初中,科学,0
2020年,四平,铁东区,省级计划,初中,地理,0
2020年,四平,铁东区,省级计划,初中,历史,0
2020年,四平,铁东区,省级计划,初中,道德与法治（品德与社会）,0
2020年,四平,铁东区,省级计划,初中,信息技术,1
2020年,四平,铁东区,省级计划,初中,思想品德,0
2020年,四平,铁东区,省级计划,初中,音乐,0
2020年,四平,铁东区,省级计划,初中,体育,0
2020年,四平,铁东区,省级计划,初中,美术,0
2020年,四平,铁东区,省级计划,初中,学前教育,0
2020年,四平,铁东区,省级计划,初中,其他,0
2020年,松原,前郭县,国家计划,小学,语文,45
2020年,松原,前郭县,国家计划,小学,数学,45
2020年,松原,前郭县,国家计划,小学,英语,18
2020年,松原,前郭县,国家计划,小学,物理,0
2020年,松原,前郭县,国家计划,小学,化学,0
2020年,松原,前郭县,国家计划,小学,生物,0
2020年,松原,前郭县,国家计划,小学,科学,0
2020年,松原,前郭县,国家计划,小学,地理,0
2020年,松原,前郭县,国家计划,小学,历史,0
2020年,松原,前郭县,国家计划,小学,道德与法治（品德与社会）,0
2020年,松原,前郭县,国家计划,小学,信息技术,5
2020年,松原,前郭县,国家计划,小学,思想品德,0
2020年,松原,前郭县,国家计划,小学,音乐,9
2020年,松原,前郭县,国家计划,小学,体育,9
2020年,松原,前郭县,国家计划,小学,美术,9
2020年,松原,前郭县,国家计划,小学,学前教育,0
2020年,松原,前郭县,国家计划,小学,其他,0
2020年,松原,前郭县,国家计划,初中,语文,10
2020年,松原,前郭县,国家计划,初中,数学,7
2020年,松原,前郭县,国家计划,初中,英语,7
2020年,松原,前郭县,国家计划,初中,物理,7
2020年,松原,前郭县,国家计划,初中,化学,7
2020年,松原,前郭县,国家计划,初中,生物,5
2020年,松原,前郭县,国家计划,初中,科学,0
2020年,松原,前郭县,国家计划,初中,地理,3
2020年,松原,前郭县,国家计划,初中,历史,3
2020年,松原,前郭县,国家计划,初中,道德与法治（品德与社会）,0
2020年,松原,前郭县,国家计划,初中,信息技术,2
2020年,松原,前郭县,国家计划,初中,思想品德,3
2020年,松原,前郭县,国家计划,初中,音乐,2
2020年,松原,前郭县,国家计划,初中,体育,2
2020年,松原,前郭县,国家计划,初中,美术,2
2020年,松原,前郭县,国家计划,初中,学前教育,0
2020年,松原,前郭县,国家计划,初中,其他,0
2020年,松原,长岭县,国家计划,小学,语文,25
2020年,松原,长岭县,国家计划,小学,数学,22
2020年,松原,长岭县,国家计划,小学,英语,22
2020年,松原,长岭县,国家计划,小学,物理,0
2020年,松原,长岭县,国家计划,小学,化学,0
2020年,松原,长岭县,国家计划,小学,生物,0
2020年,松原,长岭县,国家计划,小学,科学,8
2020年,松原,长岭县,国家计划,小学,地理,0
2020年,松原,长岭县,国家计划,小学,历史,0
2020年,松原,长岭县,国家计划,小学,道德与法治（品德与社会）,8
2020年,松原,长岭县,国家计划,小学,信息技术,5
2020年,松原,长岭县,国家计划,小学,思想品德,0
2020年,松原,长岭县,国家计划,小学,音乐,0
2020年,松原,长岭县,国家计划,小学,体育,15
2020年,松原,长岭县,国家计划,小学,美术,0
2020年,松原,长岭县,国家计划,小学,学前教育,0
2020年,松原,长岭县,国家计划,小学,其他,0
2020年,松原,长岭县,国家计划,初中,语文,5
2020年,松原,长岭县,国家计划,初中,数学,4
2020年,松原,长岭县,国家计划,初中,英语,4
2020年,松原,长岭县,国家计划,初中,物理,4
2020年,松原,长岭县,国家计划,初中,化学,4
2020年,松原,长岭县,国家计划,初中,生物,4
2020年,松原,长岭县,国家计划,初中,科学,0
2020年,松原,长岭县,国家计划,初中,地理,5
2020年,松原,长岭县,国家计划,初中,历史,4
2020年,松原,长岭县,国家计划,初中,道德与法治（品德与社会）,0
2020年,松原,长岭县,国家计划,初中,信息技术,2
2020年,松原,长岭县,国家计划,初中,思想品德,4
2020年,松原,长岭县,国家计划,初中,音乐,0
2020年,松原,长岭县,国家计划,初中,体育,5
2020年,松原,长岭县,国家计划,初中,美术,0
2020年,松原,长岭县,国家计划,初中,学前教育,0
2020年,松原,长岭县,国家计划,初中,其他,0
2020年,松原,扶余市,国家计划,小学,语文,20
2020年,松原,扶余市,国家计划,小学,数学,20
2020年,松原,扶余市,国家计划,小学,英语,20
2020年,松原,扶余市,国家计划,小学,物理,0
2020年,松原,扶余市,国家计划,小学,化学,0
2020年,松原,扶余市,国家计划,小学,生物,0
2020年,松原,扶余市,国家计划,小学,科学,0
2020年,松原,扶余市,国家计划,小学,地理,0
2020年,松原,扶余市,国家计划,小学,历史,0
2020年,松原,扶余市,国家计划,小学,道德与法治（品德与社会）,0
2020年,松原,扶余市,国家计划,小学,信息技术,0
2020年,松原,扶余市,国家计划,小学,思想品德,0
2020年,松原,扶余市,国家计划,小学,音乐,6
2020年,松原,扶余市,国家计划,小学,体育,12
2020年,松原,扶余市,国家计划,小学,美术,12
2020年,松原,扶余市,国家计划,小学,学前教育,0
2020年,松原,扶余市,国家计划,小学,其他,0
2020年,松原,扶余市,国家计划,初中,语文,20
2020年,松原,扶余市,国家计划,初中,数学,10
2020年,松原,扶余市,国家计划,初中,英语,20
2020年,松原,扶余市,国家计划,初中,物理,4
2020年,松原,扶余市,国家计划,初中,化学,5
2020年,松原,扶余市,国家计划,初中,生物,5
2020年,松原,扶余市,国家计划,初中,科学,0
2020年,松原,扶余市,国家计划,初中,地理,5
2020年,松原,扶余市,国家计划,初中,历史,5
2020年,松原,扶余市,国家计划,初中,道德与法治（品德与社会）,0
2020年,松原,扶余市,国家计划,初中,信息技术,0
2020年,松原,扶余市,国家计划,初中,思想品德,5
2020年,松原,扶余市,国家计划,初中,音乐,0
2020年,松原,扶余市,国家计划,初中,体育,0
2020年,松原,扶余市,国家计划,初中,美术,0
2020年,松原,扶余市,国家计划,初中,学前教育,0
2020年,松原,扶余市,国家计划,初中,其他,0
2020年,松原,扶余市,省级计划,小学,语文,0
2020年,松原,扶余市,省级计划,小学,数学,0
2020年,松原,扶余市,省级计划,小学,英语,0
2020年,松原,扶余市,省级计划,小学,物理,0
2020年,松原,扶余市,省级计划,小学,化学,0
2020年,松原,扶余市,省级计划,小学,生物,0
2020年,松原,扶余市,省级计划,小学,科学,0
2020年,松原,扶余市,省级计划,小学,地理,0
2020年,松原,扶余市,省级计划,小学,历史,0
2020年,松原,扶余市,省级计划,小学,道德与法治（品德与社会）,0
2020年,松原,扶余市,省级计划,小学,信息技术,0
2020年,松原,扶余市,省级计划,小学,思想品德,0
